,entsoe_wind_DE_50HZ,entsoe_solar_DE_50HZ,wpl_wind_DE_50HZ,atlite_wind_DE_50HZ,pvlib_mastr_solar_DE_50HZ,atlite_solar_DE_50HZ,entsoe_wind_DE_AMPRION,entsoe_solar_DE_AMPRION,wpl_wind_DE_AMPRION,atlite_wind_DE_AMPRION,pvlib_mastr_solar_DE_AMPRION,atlite_solar_DE_AMPRION,entsoe_wind_DE_TENNET,entsoe_solar_DE_TENNET,wpl_wind_DE_TENNET,atlite_wind_DE_TENNET,pvlib_mastr_solar_DE_TENNET,atlite_solar_DE_TENNET,entsoe_wind_DE_TRANSNET,entsoe_solar_DE_TRANSNET,wpl_wind_DE_TRANSNET,atlite_wind_DE_TRANSNET,pvlib_mastr_solar_DE_TRANSNET,atlite_solar_DE_TRANSNET
2023-07-14 02:00:00,1795.5,1.5,2473.503151230975,1934.3370931560596,0.0,0.0,310.25,0.0,815.3212678700204,555.2277143790109,0.0,0.0,1176.5,0.0,2656.6907931990368,2467.716677802677,0.0,0.0,31.25,0.0,7.79080425317921,0.6697423826751001,0.0,0.0
2023-07-14 03:00:00,1294.0,152.0,1991.4441304586808,1517.7608206663747,0.01114046446863653,0.0,351.75,21.5,854.6650529001427,585.3052996409342,0.0,0.0,1321.75,73.75,2458.487473731161,2317.0690896645,0.0,0.0,45.25,19.5,16.843114188443508,1.8626657549795742,0.0,0.0
2023-07-14 04:00:00,836.0,872.5,1321.257839938873,1067.3134665901339,395.74431071061684,65.27671741205181,448.75,447.5,884.7645565273018,610.8919211331867,50.175335904376766,0.014220162590507717,1364.0,977.25,2319.1917174114756,2144.0796626526567,268.12299459155736,9.551994869599065,82.5,350.0,26.049104151061417,3.8790808735562248,24.341675498370577,0.006250315758293502
2023-07-14 05:00:00,395.25,2701.75,558.3045205784671,423.5561857887292,2127.983027539664,607.8756833473335,474.75,1402.75,649.1291191220505,477.37544464463036,933.5129937588727,323.97753123338674,939.0,2884.75,1867.8561252753195,1735.5760912877195,2692.699075711143,890.3841659998428,106.0,981.75,18.308663896410227,3.569106631188471,656.1689565612203,187.16261101584863
2023-07-14 06:00:00,101.5,5031.5,225.55297897810496,174.549318023754,4558.048547412396,2972.914738769087,315.25,2959.5,300.6083612266846,196.83271333418014,2284.511596466399,1396.4027906804947,463.0,5638.25,818.7666791628822,834.9164567770822,6340.3270891203,3910.4899878571605,88.25,1905.5,6.606191587711771,0.7773242736402656,1782.034743097451,1015.7706388165954
2023-07-14 07:00:00,109.25,7180.25,166.99218323457424,125.04985350800251,7513.191091206128,6209.876442745375,238.75,4857.0,172.92981208053706,100.95791006221512,4213.685715541158,3497.5634780838227,499.25,8442.0,829.365737100126,842.358991983461,11116.903975127678,9054.259638863035,68.25,2951.75,1.8930345262913764,0.13769154046028778,3179.6958412809436,2583.820707553446
2023-07-14 08:00:00,173.0,8540.75,209.20972600248672,173.96814161107346,10672.072641254255,9337.80988250482,414.0,6144.5,270.5458681096858,182.50429779156573,6258.404060408763,5722.728382345488,774.75,10825.0,917.675463006173,924.966380015605,16191.453194853455,14229.318235749704,66.25,3673.75,6.71898109392945,1.448097808035566,4594.85841483526,4073.140769704479
2023-07-14 09:00:00,267.75,9196.25,233.36840952255116,183.7113617803572,12720.042058205721,11330.919469345261,765.0,6445.0,682.7215117461911,551.0960078803555,8396.59530043838,7845.194916074166,1164.75,12204.5,1469.3589883783816,1379.186343699804,20458.719843857813,18193.71269530071,56.75,3792.5,12.730589204046414,3.0582035376147063,5703.65749416891,5112.096882099221
2023-07-14 10:00:00,344.5,9282.5,199.0850955983369,138.50607844697228,12413.482232123524,11313.169663509838,918.75,6277.75,998.3650963832272,748.954137505509,9126.355191207022,8533.857529339184,1481.75,12288.5,1257.0001773122108,1101.5891245631758,24362.46622757649,21479.252992895676,37.75,3798.25,8.252892370681968,1.7925507653807145,6632.91462652871,5923.812137645209
2023-07-14 11:00:00,402.0,8946.0,314.20722975529054,207.92822996867108,13144.07170083834,11810.614356194672,1055.5,6286.75,1259.2230952317266,976.7782352838756,8318.962187614103,7721.643635884862,1596.75,11455.75,1901.3510597422635,1604.4124225099022,24250.420057232597,21322.044498613104,27.0,3874.0,3.2711783469918436,0.6371326625884016,6945.6087819797785,6126.8476521482535
2023-07-14 12:00:00,395.75,8355.75,392.63593792513575,288.45085727274613,12276.080574660913,11076.016664484825,1177.0,6543.0,1384.4545812114359,1073.8410906101412,6944.384010991836,6505.64806608632,1598.0,9965.25,2332.4731504130395,1957.2649612690057,22969.579527549184,20215.772324272522,18.25,4060.0,1.939406244454124,0.1992462875314418,7041.489729745229,6180.714948588224
2023-07-14 13:00:00,393.25,7377.5,417.2579854626557,284.46713720274226,11389.74262409705,10214.420897000073,1198.0,6490.75,1223.1134511344508,962.7445258703628,7746.418045988083,7050.590079840745,1419.0,8590.75,2168.495403931257,1779.6602407606497,20804.587588045437,18302.948436541574,26.5,4081.75,4.682581031140893,0.6679358299102934,6958.884341843334,6144.345079040602
2023-07-14 14:00:00,328.25,6343.75,301.61416366493097,181.73445141180696,9067.185388603897,8298.44301560544,1152.0,5880.25,1091.228787682509,862.3074686707826,9341.015086858348,8491.172069210692,1135.25,7573.25,1720.2142880169686,1417.9021440228626,18594.354568623578,16333.362201399501,43.25,3626.5,14.347399991576122,4.242646138749173,6716.161870485049,5993.311398885509
2023-07-14 15:00:00,324.5,4994.0,199.3200419706505,111.89008918570246,6731.571422637113,6065.774616732621,1234.75,4519.75,1177.1955635377012,937.857571367437,9003.109181669412,8301.411497268611,1028.0,6848.75,1489.5319398779916,1244.3980533793294,15746.760529587835,13862.777414019612,68.75,2815.75,31.804219052043294,8.981129862969931,6091.276207915265,5527.731776215752
2023-07-14 16:00:00,313.5,3300.5,98.17653644621568,53.677458936653096,5228.518120370871,4605.596086067635,1354.5,2781.25,1444.9566684959439,1175.7244979753611,7138.454094115299,6656.918008577715,1101.0,4600.25,1232.3355137873364,975.8253626361117,12441.305577748186,11057.97475351904,80.0,1787.25,41.05979545118415,11.544433938472688,4549.131772719754,4178.839863805189
2023-07-14 17:00:00,370.75,1576.5,187.6554900920343,93.05519140978394,3928.1633487708064,3542.568249892165,1589.75,1324.0,1640.7546065648041,1314.0402032564416,4716.363059602025,4336.435012400059,935.5,2061.5,941.6211867447794,667.2260679050311,8164.291930820933,7296.820120563995,90.5,849.5,51.35448910181918,18.924398942564977,2777.7962480728575,2489.8564771952733
2023-07-14 18:00:00,719.75,498.25,954.3988921033424,796.5565872005545,1503.1077477599836,1425.464548172392,1611.75,389.0,1510.2411290864645,1154.9701560160383,2276.31819848353,1834.587493919672,1003.5,521.5,797.0032875621085,519.4843917205874,3318.442254385804,2717.7443030393097,121.5,216.0,52.96192434171656,14.795088076518589,1150.9733041210143,926.6062294684448
2023-07-14 19:00:00,1884.75,21.25,3140.4327635760733,2443.8257218986464,1020.4031701259514,288.05263653979506,2170.0,18.75,2365.4585345507944,1743.4719782318732,1260.983453307913,350.7042973372159,1781.75,18.25,1889.3177871994121,1547.730440456025,1963.8440877105577,515.8520346809204,215.0,2.0,117.3655232175948,60.33286402942668,642.3884654225878,156.58266009865483
2023-07-14 20:00:00,3772.25,0.0,5561.588875361557,4417.311729352517,46.744595854228805,0.0008210258488181118,3337.5,0.0,3659.0515646856984,2650.7466357894873,119.2726310088415,1.9027039332750006,3333.5,0.0,4339.447301743141,3495.800687587504,107.68188349630532,3.214840718873948,319.5,0.0,269.9380532649358,135.26741129696637,20.22834761001293,0.0
2023-07-14 21:00:00,5288.0,0.0,6962.347119920702,5644.583145728392,0.0,0.0,4535.25,0.0,4675.406849806572,3439.6402683172005,0.0,0.0,5041.5,0.0,7283.600561309017,5969.790546409598,0.0,0.0,543.25,0.0,468.82615914725994,222.8604018553198,0.0,0.0
2023-07-14 22:00:00,6181.25,0.0,7968.100487663014,6558.796996083922,0.0,0.0,5118.0,0.0,7234.592885578608,5701.259137458761,0.0,0.0,6656.0,0.0,8829.024702766677,7378.663375260372,0.0,0.0,612.0,0.0,551.5551234404412,262.49556856782624,0.0,0.0
