,entsoe_wind,entsoe_solar,atlite_wind,atlite_solar,wpl_wind,pvlib_uniform_solar,pvlib_mastr_solar
2023-01-02 13:00:00,24776.75,3387.75,32019.327687930887,15627.913250878504,34668.08370062406,20085.90002472491,18787.865817808262
2023-01-02 14:00:00,23343.0,1056.25,30717.892475742323,10256.123493023173,33615.9928485409,16297.042202289296,15335.639861387146
2023-01-02 15:00:00,22644.0,45.5,28853.11932525257,4013.6950037328916,32162.825604865702,7163.727307969974,6871.477814872363
2023-01-02 16:00:00,22639.0,0.0,28462.56551306053,3.855928551328183,31950.16802477259,192.8406635307879,191.237897718256
2023-01-02 17:00:00,23128.0,0.0,28948.167198672745,0.0,32495.576110650287,0.0,0.0
2023-01-02 18:00:00,22777.25,0.0,28823.234092660052,0.0,32572.8344436598,0.0,0.0
2023-01-02 19:00:00,22114.75,0.0,27645.97190370659,0.0,31394.20290620966,0.0,0.0
2023-01-02 20:00:00,21189.5,0.0,26786.573413300786,0.0,30459.988979925478,0.0,0.0
2023-01-02 21:00:00,20260.5,0.0,26124.031117901097,0.0,29684.02487962963,0.0,0.0
2023-01-02 22:00:00,19542.25,0.0,23214.217450501175,0.0,26451.944604100558,0.0,0.0
2023-01-02 23:00:00,18844.75,0.0,22459.65894837899,0.0,25509.85682718247,0.0,0.0
2023-01-03 00:00:00,17920.5,0.0,20725.600998720594,0.0,23687.720854094085,0.0,0.0
2023-01-03 01:00:00,16523.0,0.0,20010.742655284634,0.0,22881.280663400972,0.0,0.0
2023-01-03 02:00:00,15208.25,0.0,18830.125742974207,0.0,21524.837420822296,0.0,0.0
2023-01-03 03:00:00,14005.25,0.0,17418.020399636287,0.0,20014.952380828592,0.0,0.0
2023-01-03 04:00:00,12910.25,0.0,15300.975033534229,0.0,17745.00824021113,0.0,0.0
2023-01-03 05:00:00,12249.0,0.0,14250.740365468471,0.0,16631.130712298767,0.0,0.0
2023-01-03 06:00:00,12010.25,0.0,12719.533833263122,0.0,14922.036210194088,0.0,0.0
2023-01-03 07:00:00,11422.75,237.0,12160.285586087306,0.0,14286.423241577497,0.0,0.0
2023-01-03 08:00:00,10431.25,2540.0,11866.138253607924,474.58462208233004,13858.909154993698,554.0654501941091,548.4788851439323
2023-01-03 09:00:00,8960.5,6080.0,11790.198945139062,5386.196423833409,13786.641844904972,4257.625672974113,4184.971577433018
2023-01-03 10:00:00,7411.5,9442.75,9419.34872519685,12348.273259382573,11000.934312960544,10320.70941741912,9942.821896546824
2023-01-03 11:00:00,7124.25,10329.25,9367.112436787385,17669.963314367335,10899.740229956158,16309.159520495023,15483.900221079857
2023-01-03 12:00:00,7290.75,8522.25,9154.286695087807,17964.13418078165,10879.785959109184,18637.660754820154,17631.250857316278
2023-01-03 13:00:00,6988.75,5578.0,9074.824439682803,15756.615084752384,10924.972800014808,18455.970449305496,17366.26533869525
2023-01-03 14:00:00,6992.0,2083.75,8904.34089480305,10905.753007481071,10776.309927544746,15880.186811481013,14968.39297765283
2023-01-03 15:00:00,8242.5,119.0,8819.495744314205,5468.908636219838,10739.058845052956,9945.307260582878,9406.67120634653
