,KWF1_actual,KWF2_actual,KWF3_actual,KWF4_actual,KWF5_actual,KWF6_actual
2023-01-03 16:00:00,1963.1597869873065,1999.6496891490222,2018.7845489501967,1999.7086452015676,1965.874142456057,1952.5250305175803
2023-01-03 17:00:00,1983.537662706879,2005.310619099937,1938.7291378955015,1998.628458658857,2037.2848399379816,1986.1045227586194
2023-01-03 18:00:00,1966.773813776386,2025.5333193059575,1946.7398807191032,2020.0845004433097,2020.0380671450982,1950.545286640369
2023-01-03 19:00:00,1978.224102783205,2044.0138346354186,1890.8571929931659,2021.754108522651,2031.0791392008487,2033.6216807047542
2023-01-03 20:00:00,2022.102076212567,2040.2872934977238,1938.6687184651712,1975.9708079020202,2010.9124532063825,1862.682872517905
2023-01-03 21:00:00,2028.867910552445,2037.7329829165828,2018.2212054871695,1997.2859120686865,2025.657790548761,1911.9488250732438
2023-01-03 22:00:00,2038.777732929432,2040.9584777832051,2049.682997265199,2013.735721628291,2052.7281524658224,1995.0882743969314
2023-01-03 23:00:00,2051.0766001383486,2044.0801711768454,2052.731535847984,2034.008058675132,2048.7061828613305,2022.6051076253277
2023-01-04 00:00:00,2048.026552327476,2038.1640197753925,2050.40193277995,2040.673123168948,2044.1540771484395,2038.0715352376321
2023-01-04 01:00:00,2044.273501586916,2052.6024841308613,2046.0324292634689,2034.3056060791032,2042.983453208524,2029.8431988097093
2023-01-04 02:00:00,2043.8984313964866,2045.3845815022812,2047.8493326822936,2034.1975572552617,2050.328935750327,2036.227191162111
2023-01-04 03:00:00,2011.7400748805012,2022.2185535096305,2007.3629055625531,1936.5583171108335,2012.4696199115972,1912.9138527318064
2023-01-04 04:00:00,1868.8458099365253,1948.289210001629,1845.3996007283538,1875.19344075521,1960.5430399041443,1725.1643437703467
2023-01-04 05:00:00,1943.9125457763687,1996.301451619468,1919.5819203694682,1831.4487487792983,1913.8220591227225,1206.831805928549
2023-01-04 06:00:00,1957.8112925747,2010.4694560268492,1986.945431518556,2012.7197920414462,1986.6933886076295,1481.6704597473154
2023-01-04 07:00:00,2040.9981363932318,2050.230227661135,2042.352787272137,2042.3427378872004,2040.283474731447,1686.7552576700857
2023-01-04 08:00:00,2039.0872803805185,2051.2117246393586,2040.4560717130987,2035.0588500976583,2036.6177004630124,1772.1524409243948
2023-01-04 09:00:00,2049.460241699221,2058.018842569989,2048.53698730469,2051.4948720296247,2033.1283437093123,1959.9675486246767
2023-01-04 10:00:00,2044.2389109293642,2046.677793375653,2031.1307891845724,2052.2840586344423,2000.7975474039738,1875.3503865559912
2023-01-04 11:00:00,1898.51614786784,1951.2441925048843,1747.7217753092461,1934.1844543457053,1754.7751881917336,1556.4259256998714
2023-01-04 12:00:00,2046.6373148064888,2031.5209011144825,1898.4008912739016,2021.313074854802,2015.8916060062895,2010.4880941290621
2023-01-04 13:00:00,2048.683934047768,2052.402976106345,2007.31267769797,2044.8130445513832,2003.5323723508616,2010.977154273319
2023-01-04 14:00:00,2026.0006194532987,2029.7155870404179,1710.9391353406425,1610.8014997599432,1873.565927016946,1960.8011826364634
2023-01-04 15:00:00,1920.6532613118504,1966.858414606464,1688.0339706420912,1987.4781404194107,1672.9130981980718,1367.8719655354835
